model,config,problem,topic,outcome,passed,compiled,error_kind,mismatches,iterations,finished,tool_calls,compile_calls,rag_calls,llm_calls,prompt_tokens,completion_tokens,total_tokens,wall_seconds,agent_error
gemma4_26b_a4b,fix_react_compiler_rag,edgecapture#1,sequential,functional_mismatch,0,1,,91,2,1,1,1,0,2,1401,2386,3787,145.251,
gemma4_26b_a4b,fix_react_compiler_rag,edgedetect#0,combinational,pass,1,1,,0,3,1,2,2,0,3,2411,793,3204,48.674,
gemma4_26b_a4b,fix_react_compiler_rag,edgedetect2#0,combinational,pass,1,1,,0,3,1,2,2,0,3,2248,14101,16349,859.393,
gemma4_26b_a4b,fix_react_compiler_rag,fadd#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1497,3290,4787,199.357,
gemma4_26b_a4b,fix_react_compiler_rag,fsm2#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2104,1684,3788,102.826,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3comb#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2131,7537,9668,467.326,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3comb#1,fsm,pass,1,1,,0,4,1,3,2,1,4,5355,3376,8731,211.122,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3onehot#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2812,3329,6141,208.072,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3onehot#1,fsm,pass,1,1,,0,2,1,1,1,0,2,2860,4544,7404,284.404,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3onehot#2,fsm,truncated,0,0,,,1,0,0,0,0,1,1305,8192,9497,500.378,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,fsm3onehot#3,fsm,pass,1,1,,0,2,1,1,1,0,2,2925,4895,7820,302.044,
gemma4_26b_a4b,fix_react_compiler_rag,fsm3s#0,fsm,pass,1,1,,0,2,1,1,1,0,2,2306,2598,4904,161.418,
gemma4_26b_a4b,fix_react_compiler_rag,gates#0,combinational,pass,1,1,,0,3,1,2,2,0,3,4778,1464,6242,90.183,
gemma4_26b_a4b,fix_react_compiler_rag,gates100#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1779,803,2582,48.427,
gemma4_26b_a4b,fix_react_compiler_rag,gates100#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1863,1170,3033,72.761,
gemma4_26b_a4b,fix_react_compiler_rag,gatesv#0,combinational,pass,1,1,,0,2,1,1,1,0,2,2298,3101,5399,189.234,
gemma4_26b_a4b,fix_react_compiler_rag,gatesv100#0,combinational,truncated,0,0,,,1,0,0,0,0,1,1113,8192,9305,490.562,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,gatesv100#1,combinational,pass,1,1,,0,2,1,1,1,0,2,2353,6691,9044,399.882,
gemma4_26b_a4b,fix_react_compiler_rag,gatesv100#2,combinational,pass,1,1,,0,2,1,1,1,0,2,2341,9341,11682,559.063,
gemma4_26b_a4b,fix_react_compiler_rag,kmap2#0,kmap_logic,truncated,0,0,,,1,0,0,0,0,1,674,8192,8866,489.621,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,kmap3#0,arithmetic,truncated,0,0,,,1,0,0,0,0,1,681,8192,8873,492.399,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,kmap4#0,kmap_logic,pass,1,1,,0,2,1,1,1,0,2,1428,6710,8138,400.701,
gemma4_26b_a4b,fix_react_compiler_rag,lemmings1#0,fsm,truncated,0,0,,,1,0,0,0,0,1,1136,8192,9328,496.329,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,lfsr5#0,sequential,truncated,0,0,,,1,0,0,0,0,1,856,8192,9048,496.093,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,lfsr5#1,sequential,truncated,0,0,,,1,0,0,0,0,1,877,8192,9069,504.215,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,lfsr5#2,sequential,truncated,0,0,,,1,0,0,0,0,1,874,8192,9066,505.775,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q3#0,arithmetic,truncated,0,0,,,1,0,0,0,0,1,905,8192,9097,506.819,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4a#0,sequential,pass,1,1,,0,4,1,3,2,1,4,3040,4769,7809,294.47,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4a#1,sequential,pass,1,1,,0,4,1,3,2,1,4,3102,3511,6613,216.613,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4f#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1399,625,2024,38.669,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4g#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1362,1067,2429,64.701,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4g#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1563,1585,3148,99.023,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4h#0,arithmetic,pass,1,1,,0,4,1,3,2,1,4,2876,1463,4339,94.168,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4i#0,combinational,pass,1,1,,0,3,1,2,2,0,3,2750,1456,4206,93.833,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q4j#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1268,1782,3050,114.16,
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q6c#0,fsm,truncated,0,0,,,1,0,0,0,0,1,906,8192,9098,498.621,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q6c#1,fsm,truncated,0,0,,,1,0,0,0,0,1,1062,8192,9254,499.147,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,m2014_q6c#2,fsm,functional_mismatch,0,1,,519,2,0,1,1,0,2,1779,12917,14696,792.531,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_eq2#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1351,1649,3000,102.263,
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_eq2#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1300,1542,2842,95.647,
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_muxdff#0,sequential,functional_mismatch,0,1,,51,2,0,1,1,0,2,3030,15279,18309,935.448,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_muxdff#1,sequential,truncated,0,0,,,1,0,0,0,0,1,1203,8192,9395,496.204,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_q4#0,combinational,truncated,0,0,,,1,0,0,0,0,1,1172,8192,9364,496.594,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_q4#1,combinational,truncated,0,0,,,1,0,0,0,0,1,941,8192,9133,496.677,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_q4a#0,other,pass,1,1,,0,2,1,1,1,0,2,1217,1199,2416,71.284,
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_q4b#0,combinational,pass,1,1,,0,4,1,3,2,1,4,3929,6155,10084,376.827,
gemma4_26b_a4b,fix_react_compiler_rag,mt2015_q4b#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1877,4255,6132,265.087,
gemma4_26b_a4b,fix_react_compiler_rag,mux256to1v#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1466,1426,2892,87.921,
gemma4_26b_a4b,fix_react_compiler_rag,mux256to1v#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1554,1918,3472,119.488,
gemma4_26b_a4b,fix_react_compiler_rag,mux2to1#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1484,992,2476,62.631,
gemma4_26b_a4b,fix_react_compiler_rag,mux2to1#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1495,1901,3396,119.146,
gemma4_26b_a4b,fix_react_compiler_rag,mux2to1v#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1552,2459,4011,153.67,
gemma4_26b_a4b,fix_react_compiler_rag,mux2to1v#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1289,1918,3207,119.387,
gemma4_26b_a4b,fix_react_compiler_rag,norgate#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1293,488,1781,32.769,
gemma4_26b_a4b,fix_react_compiler_rag,norgate#1,combinational,pass,1,1,,0,3,1,2,2,0,3,1895,5725,7620,356.579,
gemma4_26b_a4b,fix_react_compiler_rag,notgate#0,combinational,pass,1,1,,0,6,1,5,4,1,6,5021,2309,7330,145.054,
gemma4_26b_a4b,fix_react_compiler_rag,notgate#1,combinational,pass,1,1,,0,4,1,3,2,1,4,2804,1826,4630,114.806,
gemma4_26b_a4b,fix_react_compiler_rag,notgate#2,combinational,pass,1,1,,0,4,1,3,2,1,4,2832,1097,3929,70.408,
gemma4_26b_a4b,fix_react_compiler_rag,popcount255#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1457,2445,3902,152.69,
gemma4_26b_a4b,fix_react_compiler_rag,popcount255#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1422,3477,4899,215.066,
gemma4_26b_a4b,fix_react_compiler_rag,popcount3#0,combinational,pass,1,1,,0,5,1,4,4,0,5,5004,3595,8599,221.934,
gemma4_26b_a4b,fix_react_compiler_rag,reduction#0,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1395,1772,3167,109.894,
gemma4_26b_a4b,fix_react_compiler_rag,reduction#1,arithmetic,pass,1,1,,0,2,1,1,1,0,2,1287,1432,2719,88.37,
gemma4_26b_a4b,fix_react_compiler_rag,review2015_fsmshift#0,fsm,pass,1,1,,0,2,0,1,1,0,2,2117,9008,11125,550.135,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,rule110#0,combinational,functional_mismatch,0,1,,6220,2,0,1,1,0,2,2068,13163,15231,807.574,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,rule110#1,combinational,truncated,0,0,,,1,0,0,0,0,1,1024,8192,9216,501.685,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,rule110#2,combinational,truncated,0,0,,,1,0,0,0,0,1,1029,8192,9221,501.614,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,rule110#3,combinational,compile_error,0,0,bad_constant,,2,0,1,1,0,2,2433,12526,14959,767.802,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,shift18#0,sequential,pass,1,1,,0,2,1,1,1,0,2,2072,7944,10016,487.459,
gemma4_26b_a4b,fix_react_compiler_rag,step_one#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1367,901,2268,55.146,
gemma4_26b_a4b,fix_react_compiler_rag,timer#0,sequential,functional_mismatch,0,1,,250,4,1,3,2,1,4,4212,5994,10206,365.531,
gemma4_26b_a4b,fix_react_compiler_rag,vector0#0,combinational,pass,1,1,,0,3,1,2,2,0,3,3388,1504,4892,91.126,
gemma4_26b_a4b,fix_react_compiler_rag,vector100r#0,combinational,pass,1,1,,0,4,1,3,2,1,4,3305,1739,5044,106.768,
gemma4_26b_a4b,fix_react_compiler_rag,vector100r#1,combinational,pass,1,1,,0,2,1,1,1,0,2,1290,2639,3929,164.075,
gemma4_26b_a4b,fix_react_compiler_rag,vector2#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1877,4816,6693,296.292,
gemma4_26b_a4b,fix_react_compiler_rag,vector3#2,combinational,functional_mismatch,0,1,,126,3,1,2,2,0,3,3740,6243,9983,386.306,
gemma4_26b_a4b,fix_react_compiler_rag,vector4#0,arithmetic,pass,1,1,,0,4,1,3,2,1,4,3387,1116,4503,70.038,
gemma4_26b_a4b,fix_react_compiler_rag,vector5#0,combinational,compile_error,0,0,syntax_error,,3,0,2,1,1,3,2604,11378,13982,667.565,response truncated at max_tokens
gemma4_26b_a4b,fix_react_compiler_rag,vectorgates#0,combinational,pass,1,1,,0,2,1,1,1,0,2,1841,1337,3178,82.8,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#0,combinational,pass,1,1,,0,4,1,3,2,1,4,3136,4393,7529,269.728,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#1,combinational,pass,1,1,,0,4,1,3,2,1,4,3138,4710,7848,289.793,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#2,combinational,pass,1,1,,0,5,1,4,3,1,5,3965,2725,6690,166.615,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#3,combinational,pass,1,1,,0,2,1,1,1,0,2,1290,5675,6965,372.572,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#4,combinational,pass,1,1,,0,2,1,1,1,0,2,2288,5096,7384,340.533,
gemma4_26b_a4b,fix_react_compiler_rag,vectorr#5,combinational,pass,1,1,,0,2,1,1,1,0,2,1443,5120,6563,341.563,
gemma4_26b_a4b,fix_react_compiler_rag,wire#0,combinational,pass,1,1,,0,4,1,3,2,1,4,4680,3499,8179,237.71,
gemma4_26b_a4b,fix_react_compiler_rag,wire#1,combinational,pass,1,1,,0,3,1,2,2,0,3,1929,1510,3439,95.854,
gemma4_26b_a4b,fix_react_compiler_rag,wire4#0,combinational,pass,1,1,,0,3,1,2,2,0,3,3017,1087,4104,67.732,
gemma4_26b_a4b,fix_react_compiler_rag,xnorgate#0,combinational,pass,1,1,,0,4,1,3,2,1,4,2660,2301,4961,159.286,
gemma4_26b_a4b,fix_react_compiler_rag,zero#0,other,pass,1,1,,0,4,1,3,2,1,4,2744,2095,4839,149.257,
qwen38_next,fix_oneshot,2012_q2b#0,fsm,pass,1,1,,0,1,1,0,0,0,1,604,1979,2583,205.211,
qwen38_next,fix_oneshot,2012_q2b#1,fsm,pass,1,1,,0,1,1,0,0,0,1,475,2796,3271,287.127,
qwen38_next,fix_oneshot,2013_q2bfsm#0,fsm,truncated,0,0,,,1,1,0,0,0,1,1218,8192,9410,812.946,response truncated at max_tokens
qwen38_next,fix_oneshot,2013_q2bfsm#1,fsm,truncated,0,0,,,1,1,0,0,0,1,1072,8192,9264,830.706,response truncated at max_tokens
qwen38_next,fix_oneshot,2013_q2bfsm#2,fsm,truncated,0,0,,,1,1,0,0,0,1,950,8192,9142,843.721,response truncated at max_tokens
qwen38_next,fix_oneshot,always_case#0,combinational,pass,1,1,,0,1,1,0,0,0,1,419,3267,3686,349.545,
qwen38_next,fix_oneshot,always_case#1,combinational,pass,1,1,,0,1,1,0,0,0,1,420,1313,1733,136.752,
qwen38_next,fix_oneshot,always_case#2,combinational,pass,1,1,,0,1,1,0,0,0,1,392,2053,2445,222.5,
qwen38_next,fix_oneshot,always_case#3,combinational,pass,1,1,,0,1,1,0,0,0,1,470,754,1224,83.593,
qwen38_next,fix_oneshot,always_case2#0,combinational,pass,1,1,,0,1,1,0,0,0,1,641,4681,5322,455.325,
qwen38_next,fix_oneshot,always_case2#1,combinational,pass,1,1,,0,1,1,0,0,0,1,641,1489,2130,149.323,
qwen38_next,fix_oneshot,always_case2#2,combinational,pass,1,1,,0,1,1,0,0,0,1,515,2622,3137,257.321,
qwen38_next,fix_oneshot,always_case2#3,combinational,pass,1,1,,0,1,1,0,0,0,1,490,1709,2199,171.859,
qwen38_next,fix_oneshot,always_casez#0,combinational,pass,1,1,,0,1,1,0,0,0,1,444,4401,4845,436.1,
qwen38_next,fix_oneshot,always_casez#1,combinational,pass,1,1,,0,1,1,0,0,0,1,462,5694,6156,558.382,
qwen38_next,fix_oneshot,always_casez#2,combinational,pass,1,1,,0,1,1,0,0,0,1,364,5020,5384,511.129,
qwen38_next,fix_oneshot,always_if#0,combinational,pass,1,1,,0,1,1,0,0,0,1,317,776,1093,77.801,
qwen38_next,fix_oneshot,always_if#1,combinational,pass,1,1,,0,1,1,0,0,0,1,327,516,843,52.95,
qwen38_next,fix_oneshot,always_if#2,combinational,pass,1,1,,0,1,1,0,0,0,1,340,978,1318,96.746,
qwen38_next,fix_oneshot,always_if#3,combinational,pass,1,1,,0,1,1,0,0,0,1,347,1975,2322,198.673,
qwen38_next,fix_oneshot,always_if#4,combinational,pass,1,1,,0,1,1,0,0,0,1,331,777,1108,79.257,
qwen38_next,fix_oneshot,always_if2#0,combinational,pass,1,1,,0,1,1,0,0,0,1,494,1729,2223,170.548,
qwen38_next,fix_oneshot,always_if2#1,combinational,pass,1,1,,0,1,1,0,0,0,1,489,1923,2412,185.784,
qwen38_next,fix_oneshot,always_if2#2,combinational,pass,1,1,,0,1,1,0,0,0,1,507,3029,3536,289.391,
qwen38_next,fix_oneshot,always_nolatches#0,sequential,pass,1,1,,0,1,1,0,0,0,1,552,1751,2303,181.066,
qwen38_next,fix_oneshot,always_nolatches#1,sequential,pass,1,1,,0,1,1,0,0,0,1,628,1167,1795,115.543,
qwen38_next,fix_oneshot,always_nolatches#2,sequential,pass,1,1,,0,1,1,0,0,0,1,516,1151,1667,115.184,
qwen38_next,fix_oneshot,always_nolatches#3,sequential,pass,1,1,,0,1,1,0,0,0,1,565,2022,2587,197.875,
qwen38_next,fix_oneshot,always_nolatches#4,sequential,pass,1,1,,0,1,1,0,0,0,1,532,2142,2674,214.141,
qwen38_next,fix_oneshot,always_nolatches#5,sequential,pass,1,1,,0,1,1,0,0,0,1,511,896,1407,89.804,
qwen38_next,fix_oneshot,alwaysblock1#0,combinational,pass,1,1,,0,1,1,0,0,0,1,254,427,681,43.218,
qwen38_next,fix_oneshot,andgate#0,combinational,pass,1,1,,0,1,1,0,0,0,1,215,318,533,31.159,
qwen38_next,fix_oneshot,andgate#1,combinational,pass,1,1,,0,1,1,0,0,0,1,213,336,549,34.611,
qwen38_next,fix_oneshot,bugs_addsubz#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,503,5477,5980,555.692,
qwen38_next,fix_oneshot,bugs_addsubz#1,arithmetic,pass,1,1,,0,1,1,0,0,0,1,458,1319,1777,133.713,
qwen38_next,fix_oneshot,bugs_addsubz#2,arithmetic,pass,1,1,,0,1,1,0,0,0,1,470,1178,1648,121.831,
qwen38_next,fix_oneshot,bugs_case#0,combinational,pass,1,1,,0,1,1,0,0,0,1,592,1073,1665,105.065,
qwen38_next,fix_oneshot,bugs_case#1,combinational,pass,1,1,,0,1,1,0,0,0,1,602,1231,1833,123.476,
qwen38_next,fix_oneshot,bugs_case#2,combinational,pass,1,1,,0,1,1,0,0,0,1,570,1294,1864,126.733,
qwen38_next,fix_oneshot,bugs_case#3,combinational,pass,1,1,,0,1,1,0,0,0,1,597,1108,1705,108.895,
qwen38_next,fix_oneshot,bugs_case#4,combinational,pass,1,1,,0,1,1,0,0,0,1,609,1344,1953,133.302,
qwen38_next,fix_oneshot,bugs_mux2#0,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,337,2508,2845,260.794,
qwen38_next,fix_oneshot,bugs_mux2#1,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,357,3692,4049,370.001,
qwen38_next,fix_oneshot,bugs_mux2#2,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,327,4214,4541,428.126,
qwen38_next,fix_oneshot,bugs_mux2#3,combinational,functional_mismatch,0,1,,85,1,1,0,0,0,1,321,1463,1784,146.769,
qwen38_next,fix_oneshot,bugs_mux2#4,combinational,functional_mismatch,0,1,,111,1,1,0,0,0,1,332,2767,3099,281.062,
qwen38_next,fix_oneshot,circuit1#0,combinational,pass,1,1,,0,1,1,0,0,0,1,523,296,819,34.416,
qwen38_next,fix_oneshot,circuit4#0,combinational,pass,1,1,,0,1,1,0,0,0,1,619,577,1196,55.56,
qwen38_next,fix_oneshot,circuit5#0,combinational,pass,1,1,,0,1,1,0,0,0,1,701,884,1585,88.603,
qwen38_next,fix_oneshot,circuit5#1,combinational,pass,1,1,,0,1,1,0,0,0,1,727,893,1620,90.228,
qwen38_next,fix_oneshot,circuit5#2,combinational,pass,1,1,,0,1,1,0,0,0,1,709,760,1469,78.418,
qwen38_next,fix_oneshot,circuit5#3,combinational,truncated,0,0,,,1,1,0,0,0,1,1219,8192,9411,893.64,response truncated at max_tokens
qwen38_next,fix_oneshot,circuit6#0,combinational,pass,1,1,,0,1,1,0,0,0,1,688,2352,3040,220.141,
qwen38_next,fix_oneshot,circuit6#1,combinational,pass,1,1,,0,1,1,0,0,0,1,677,2963,3640,302.051,
qwen38_next,fix_oneshot,circuit6#2,combinational,pass,1,1,,0,1,1,0,0,0,1,822,1178,2000,108.825,
qwen38_next,fix_oneshot,circuit6#3,combinational,truncated,0,0,,,1,1,0,0,0,1,795,8192,8987,878.41,response truncated at max_tokens
qwen38_next,fix_oneshot,circuit6#4,combinational,pass,1,1,,0,1,1,0,0,0,1,793,1430,2223,134.058,
qwen38_next,fix_oneshot,circuit6#5,combinational,pass,1,1,,0,1,1,0,0,0,1,791,3636,4427,380.434,
qwen38_next,fix_oneshot,circuit9#0,sequential,pass,1,1,,0,1,1,0,0,0,1,655,6796,7451,702.623,
qwen38_next,fix_oneshot,conditional#0,combinational,pass,1,1,,0,1,1,0,0,0,1,320,3834,4154,401.191,
qwen38_next,fix_oneshot,counter_2bc#0,sequential,pass,1,1,,0,1,1,0,0,0,1,429,1006,1435,99.94,
qwen38_next,fix_oneshot,dualedge#0,sequential,pass,1,1,,0,1,1,0,0,0,1,363,5544,5907,590.718,
qwen38_next,fix_oneshot,ece241_2013_q12#0,sequential,truncated,0,0,,,1,1,0,0,0,1,902,8192,9094,849.503,response truncated at max_tokens
qwen38_next,fix_oneshot,ece241_2013_q12#1,sequential,truncated,0,0,,,1,1,0,0,0,1,550,8192,8742,847.247,response truncated at max_tokens
qwen38_next,fix_oneshot,ece241_2013_q8#0,fsm,pass,1,1,,0,1,1,0,0,0,1,859,2086,2945,205.985,
qwen38_next,fix_oneshot,ece241_2014_q3#0,kmap_logic,truncated,0,0,,,1,1,0,0,0,1,863,8192,9055,798.829,response truncated at max_tokens
qwen38_next,fix_oneshot,ece241_2014_q3#1,kmap_logic,truncated,0,0,,,1,1,0,0,0,1,754,8192,8946,807.508,response truncated at max_tokens
qwen38_next,fix_oneshot,edgecapture#0,sequential,pass,1,1,,0,1,1,0,0,0,1,288,5021,5309,527.875,
qwen38_next,fix_oneshot,edgecapture#1,sequential,pass,1,1,,0,1,1,0,0,0,1,279,6778,7057,718.22,
qwen38_next,fix_oneshot,edgedetect#0,combinational,pass,1,1,,0,1,1,0,0,0,1,294,1505,1799,158.727,
qwen38_next,fix_oneshot,edgedetect2#0,combinational,truncated,0,0,,,1,1,0,0,0,1,288,8192,8480,807.963,response truncated at max_tokens
qwen38_next,fix_oneshot,fadd#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,356,618,974,63.332,
qwen38_next,fix_oneshot,fsm2#0,fsm,pass,1,1,,0,1,1,0,0,0,1,552,834,1386,83.715,
qwen38_next,fix_oneshot,fsm3comb#0,fsm,pass,1,1,,0,1,1,0,0,0,1,585,3320,3905,344.576,
qwen38_next,fix_oneshot,fsm3comb#1,fsm,pass,1,1,,0,1,1,0,0,0,1,566,3255,3821,329.18,
qwen38_next,fix_oneshot,fsm3onehot#0,fsm,functional_mismatch,0,1,,112,1,1,0,0,0,1,895,5009,5904,501.376,
qwen38_next,fix_oneshot,fsm3onehot#1,fsm,truncated,0,0,,,1,1,0,0,0,1,952,8192,9144,825.566,response truncated at max_tokens
qwen38_next,fix_oneshot,fsm3onehot#2,fsm,pass,1,1,,0,1,1,0,0,0,1,899,4004,4903,408.385,
qwen38_next,fix_oneshot,fsm3onehot#3,fsm,pass,1,1,,0,1,1,0,0,0,1,967,3745,4712,372.645,
qwen38_next,fix_oneshot,fsm3s#0,fsm,pass,1,1,,0,1,1,0,0,0,1,617,1296,1913,136.879,
qwen38_next,fix_oneshot,gates#0,combinational,pass,1,1,,0,1,1,0,0,0,1,752,383,1135,40.371,
qwen38_next,fix_oneshot,gates100#0,combinational,pass,1,1,,0,1,1,0,0,0,1,457,401,858,43.557,
qwen38_next,fix_oneshot,gates100#1,combinational,pass,1,1,,0,1,1,0,0,0,1,519,324,843,36.004,
qwen38_next,fix_oneshot,gatesv#0,combinational,pass,1,1,,0,1,1,0,0,0,1,709,1932,2641,187.529,
qwen38_next,fix_oneshot,gatesv100#0,combinational,pass,1,1,,0,1,1,0,0,0,1,755,3865,4620,384.22,
qwen38_next,fix_oneshot,gatesv100#1,combinational,pass,1,1,,0,1,1,0,0,0,1,732,3512,4244,333.218,
qwen38_next,fix_oneshot,gatesv100#2,combinational,pass,1,1,,0,1,1,0,0,0,1,726,3271,3997,317.54,
qwen38_next,fix_oneshot,kmap2#0,kmap_logic,pass,1,1,,0,1,1,0,0,0,1,350,2061,2411,210.077,
qwen38_next,fix_oneshot,kmap3#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,352,3929,4281,404.824,
qwen38_next,fix_oneshot,kmap4#0,kmap_logic,pass,1,1,,0,1,1,0,0,0,1,336,1343,1679,134.937,
qwen38_next,fix_oneshot,lemmings1#0,fsm,pass,1,1,,0,1,1,0,0,0,1,783,4347,5130,449.216,
qwen38_next,fix_oneshot,lfsr5#0,sequential,truncated,0,0,,,1,1,0,0,0,1,507,8192,8699,801.998,response truncated at max_tokens
qwen38_next,fix_oneshot,lfsr5#1,sequential,truncated,0,0,,,1,1,0,0,0,1,530,8192,8722,791.46,response truncated at max_tokens
qwen38_next,fix_oneshot,lfsr5#2,sequential,truncated,0,0,,,1,1,0,0,0,1,527,8192,8719,785.84,response truncated at max_tokens
qwen38_next,fix_oneshot,m2014_q3#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,582,8114,8696,787.458,
qwen38_next,fix_oneshot,m2014_q4a#0,sequential,pass,1,1,,0,1,1,0,0,0,1,243,1600,1843,173.871,
qwen38_next,fix_oneshot,m2014_q4a#1,sequential,pass,1,1,,0,1,1,0,0,0,1,256,4128,4384,439.126,
qwen38_next,fix_oneshot,m2014_q4f#0,combinational,pass,1,1,,0,1,1,0,0,0,1,279,354,633,35.825,
qwen38_next,fix_oneshot,m2014_q4g#0,combinational,truncated,0,0,,,1,1,0,0,0,1,299,8192,8491,818.931,response truncated at max_tokens
qwen38_next,fix_oneshot,m2014_q4g#1,combinational,pass,1,1,,0,1,1,0,0,0,1,375,3228,3603,347.53,
qwen38_next,fix_oneshot,m2014_q4h#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,229,344,573,35.563,
qwen38_next,fix_oneshot,m2014_q4i#0,combinational,pass,1,1,,0,1,1,0,0,0,1,228,300,528,31.37,
qwen38_next,fix_oneshot,m2014_q4j#0,arithmetic,truncated,0,0,,,1,1,0,0,0,1,252,8192,8444,821.157,response truncated at max_tokens
qwen38_next,fix_oneshot,m2014_q6c#0,fsm,pass,1,1,,0,1,1,0,0,0,1,574,2252,2826,229.642,
qwen38_next,fix_oneshot,m2014_q6c#1,fsm,pass,1,1,,0,1,1,0,0,0,1,720,1410,2130,136.765,
qwen38_next,fix_oneshot,m2014_q6c#2,fsm,pass,1,1,,0,1,1,0,0,0,1,496,1224,1720,118.305,
qwen38_next,fix_oneshot,mt2015_eq2#0,arithmetic,pass,1,1,,0,1,1,0,0,0,1,298,849,1147,86.334,
qwen38_next,fix_oneshot,mt2015_eq2#1,arithmetic,pass,1,1,,0,1,1,0,0,0,1,276,1147,1423,125.453,
qwen38_next,fix_oneshot,mt2015_muxdff#0,sequential,truncated,0,0,,,1,1,0,0,0,1,958,8192,9150,836.946,response truncated at max_tokens
qwen38_next,fix_oneshot,mt2015_muxdff#1,sequential,truncated,0,0,,,1,1,0,0,0,1,814,8192,9006,817.899,response truncated at max_tokens
qwen38_next,fix_oneshot,mt2015_q4#0,combinational,compile_error,0,0,port_mismatch,,1,1,0,0,0,1,824,4827,5651,500.768,
